pass_id	inventory_id	visual_family	visual_category	board_or_section_id	pdf_page	asset_id	asset_type	title	file_path	sha256	source_or_provenance	private_use_status	story_purpose	blocked_claims	render_location	page_mapping_method_i0302	page_mapping_evidence_i0302
I-0302	FI-0028	expanded_300_exhibit	real_photo_screenshot_source_image	F10.04	153	A-0287-019	real_world_source_image	Figure 10.04 - Meta Llama Documentation Surface	assets/private_use_screenshots/i0287_source_pages/src-0287-019-meta-llama-docs.png	a3241950f667d990ed5eee8e4622ad85391d214bf9a92e7a302eeb72a9d05ea5	Private-use visual acquired in 0287; page https://www.llama.com/docs/; asset https://www.llama.com/docs/; local assets/private_use_screenshots/i0287_source_pages/src-0287-019-meta-llama-docs.png; sha256 a3241950f667d990ed5eee8e4622ad85391d214bf9a92e7a302eeb72a9d05ea5.	private_use_visual_pending_final_rights_review	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F10.04
I-0302	FI-0029	expanded_300_exhibit	paper_report_excerpt	F10.05	156	A-0285-008	source_surface_paper_report_excerpt	Figure 10.05 - Llama 2 Report Page As Open-Weight Infrastructure	assets/source_surfaces/i0285/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models-p1.png	d262ca1876710a0f0559c8b85fd9c0c005516e7e665eb2812011babf93575cfa	Private-use source surface PAPER-0285-008 from https://arxiv.org/pdf/2307.09288; source file assets/source_media/i0285_pdfs/llama-2-open-foundation-and-fine-tuned-chat-models.pdf sha256 1df284ce95f783002074bfe8f21d47c646b396ceb1736ea3ec0ea212fc070d91; page 1 render assets/source_surfaces/i0285/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models-p1.png sha256 d262ca1876710a0f0559c8b85fd9c0c005516e7e665eb2812011babf93575cfa; fallback/card assets/papers/i0285_cards/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models.svg sha256 f3e59dc8dacb6237983d8f3e8535e1ec5e476be09477e7b6165a9f6bd8b27c03.	private_use_source_surface_pending_final_rights_review	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Does not prove open-source legal status, adoption, or superiority.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F10.05
I-0302	FI-0030	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	F11.01	160	A-0289-001	benchmark_model_card_surface_model_card	Figure 11.01 - Qwen3 Hugging Face Model Card	assets/model_cards/i0289_screenshots/mcs-0289-001-hugging-face-qwen3-model-card.png	b38a27fb16dfd6a6ce699c2cffbaf0d570c92fcf0558ecf9e475ecefe66afe06	Private-use model-card/docs/repo/leaderboard surface MCS-0289-001 from https://huggingface.co/Qwen/Qwen3-8B; HTML assets/source_media/i0289_model_card_html/mcs-0289-001-hugging-face-qwen3-model-card.html sha256 075e00b957d5ded611b01a4a200fce955ef04ab75a3225542f70a38d26d9553e; screenshot assets/model_cards/i0289_screenshots/mcs-0289-001-hugging-face-qwen3-model-card.png sha256 b38a27fb16dfd6a6ce699c2cffbaf0d570c92fcf0558ecf9e475ecefe66afe06; fallback/card assets/model_cards/i0289_cards/mcs-0289-001-hugging-face-qwen3-model-card.svg sha256 8dba87a9982b88f5d8cb163e5ab3bc5dbe3fe82a02651ed8299014abcbc56fa7.	private_use_benchmark_model_card_pending_final_rights_review	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Does not support unsupported Qwen 3.5/3.6 claims, live rank, safety, or broad adoption.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F11.01
I-0302	FI-0031	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	F11.02	162	A-0289-002	benchmark_model_card_surface_model_card	Figure 11.02 - DeepSeek-V3 Hugging Face Model Card	assets/model_cards/i0289_screenshots/mcs-0289-002-hugging-face-deepseek-v3-model-card.png	4b762f4da77d8472cc67205115984ce9403cfe62ee335fb510ace38ff56191ec	Private-use model-card/docs/repo/leaderboard surface MCS-0289-002 from https://huggingface.co/deepseek-ai/DeepSeek-V3; HTML assets/source_media/i0289_model_card_html/mcs-0289-002-hugging-face-deepseek-v3-model-card.html sha256 24fc07324960c62690044e52395b58318eaa066614053f921a7a2e3c2b031d33; screenshot assets/model_cards/i0289_screenshots/mcs-0289-002-hugging-face-deepseek-v3-model-card.png sha256 4b762f4da77d8472cc67205115984ce9403cfe62ee335fb510ace38ff56191ec; fallback/card assets/model_cards/i0289_cards/mcs-0289-002-hugging-face-deepseek-v3-model-card.svg sha256 882eceb2a6b86c1080cb8cfcd9f4fc5d6d5ee7de4db38578f751a60608560a92.	private_use_benchmark_model_card_pending_final_rights_review	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Does not prove current production use, universal superiority, safety, or live benchmark rank.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F11.02
I-0302	FI-0032	expanded_300_exhibit	paper_report_excerpt	F11.03	166	A-0285-010	source_surface_paper_report_excerpt	Figure 11.03 - Qwen2 Technical Report Page	assets/source_surfaces/i0285/paper-0285-010-qwen2-technical-report-p1.png	1806828650de6648bb48917595d9b4c61ca1969cd9be241efdcc0f01d42a5798	Private-use source surface PAPER-0285-010 from https://arxiv.org/pdf/2407.10671; source file assets/source_media/i0285_pdfs/qwen2-technical-report.pdf sha256 32d7276673eec39636207cfedd54f8275220b219e6b2ea74d6e33169a19df64d; page 1 render assets/source_surfaces/i0285/paper-0285-010-qwen2-technical-report-p1.png sha256 1806828650de6648bb48917595d9b4c61ca1969cd9be241efdcc0f01d42a5798; fallback/card assets/papers/i0285_cards/paper-0285-010-qwen2-technical-report.svg sha256 6e0d6724ff75e21b0c340c07e75197baf9ae2f444ce6eadd7377e2147ce4a0ad.	private_use_source_surface_pending_final_rights_review	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Does not support Qwen3.5/3.6 claims or live model rank.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F11.03
I-0302	FI-0033	expanded_300_exhibit	pdf_deck_report_page	F11.04	169	A-0288-017	source_surface_pdf_technical_report_page	Figure 11.04 - Qwen3 Technical Report Page	assets/source_surfaces/i0288/pdf-0288-007-qwen3-technical-report-p1.png	fe1498d6b6e0a09f4e591dee8a64e2cf72edd5cc59528623f892f857ed9291d2	Private-use source surface PDF-0288-007 from https://arxiv.org/pdf/2505.09388; source file assets/source_media/i0288_pdfs/qwen3-technical-report.pdf sha256 84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5; page 1 render assets/source_surfaces/i0288/pdf-0288-007-qwen3-technical-report-p1.png sha256 fe1498d6b6e0a09f4e591dee8a64e2cf72edd5cc59528623f892f857ed9291d2; fallback/card assets/papers/i0288_cards/pdf-0288-007-qwen3-technical-report.svg sha256 6775adbdeda54e477c6648e732432f32e995736717fb6871d7209371e09c6e5d.	private_use_source_surface_pending_final_rights_review	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Does not support unsupported Qwen 3.5/3.6 claims or live rank without later sources.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F11.04
I-0302	FI-0034	expanded_300_exhibit	paper_report_excerpt	F11.05	172	A-0285-011	source_surface_paper_report_excerpt	Figure 11.05 - DeepSeek-V3 Technical Report Page	assets/source_surfaces/i0285/paper-0285-011-deepseek-v3-technical-report-p1.png	e294c88a9d909e1028672603278b9169b211c77b476e47ea3403f7932c7c2593	Private-use source surface PAPER-0285-011 from https://arxiv.org/pdf/2412.19437; source file assets/source_media/i0285_pdfs/deepseek-v3-technical-report.pdf sha256 812a3fd645c80725354de9d831a6785503007a60681461407f64e97305fa9330; page 1 render assets/source_surfaces/i0285/paper-0285-011-deepseek-v3-technical-report-p1.png sha256 e294c88a9d909e1028672603278b9169b211c77b476e47ea3403f7932c7c2593; fallback/card assets/papers/i0285_cards/paper-0285-011-deepseek-v3-technical-report.svg sha256 ff52b4c4396dae823102760f82aee5885fe409221ec852203cbf15260d13faa9.	private_use_source_surface_pending_final_rights_review	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Does not prove post-cutoff V4 claims or neutral benchmark superiority.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F11.05
I-0302	FI-0035	expanded_300_exhibit	curated_chart_data_svg_visualization	F12.01	179	A-0094	svg_diagram	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	assets/visual_system/chapter12-constitutional-ai-behavior-loop.svg	52d9a9fd761897005746730c9002de6035a069dbdfd38bf66bb437e98187a4c0	Source IDs: S-0019;CH12CLAUDE-001; Asset source: Generated Chapter 12 Constitutional AI behavior loop; Creator/org: Codex	publish_after_render_caption_source_note_qa	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F12.01
I-0302	FI-0036	expanded_300_exhibit	curated_chart_data_svg_visualization	F12.02	181	A-0095	svg_diagram	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	assets/visual_system/chapter12-claude-model-family-timeline.svg	1c91ed8b5164c81c5dd6cb6fae52227bbf4e17e3acc0be45b8ece2cb07dcd376	Source IDs: S-0020;S-0021;S-0109;S-0048;S-0007;CH12CLAUDE-002;CH12CLAUDE-004;CH12CLAUDE-005;CH12CLAUDE-006;CH12CLAUDE-007;CL4BENCH-001; Asset source: Generated Chapter 12 Claude model-family timeline; Creator/org: Codex	publish_after_render_caption_source_note_qa	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F12.02
I-0302	FI-0037	expanded_300_exhibit	curated_chart_data_svg_visualization	F12.03	186	A-0096	svg_diagram	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	assets/visual_system/chapter12-computer-use-mcp-code-bridge.svg	91d59e3458d0c421ac38338666ae798ee44e30dbdccc823b5c2100c7929f2b70	Source IDs: S-0109;S-0055;S-0022;S-0049;S-0050;S-0051;S-0007;CH12CLAUDE-005;CH12CLAUDE-008;CH12CLAUDE-009;CL4BENCH-005;CL4BENCH-008;CL4BENCH-009; Asset source: Generated Chapter 12 computer-use/MCP/Claude Code bridge; Creator/org: Codex	publish_after_render_caption_source_note_qa	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F12.03
I-0302	FI-0038	expanded_300_exhibit	curated_chart_data_svg_visualization	F12.04	191	A-0097	svg_diagram	Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safety evidence at the same scope.	assets/visual_system/chapter12-safety-productivity-blocker-grid.svg	76a8c5ea7604b1913837b63a4f8b99ac2f946ffca5c081ed7ab5182cce70c52f	Source IDs: S-0110;S-0007;S-0035;S-0037;S-0060;C-0013;C-0046;CH12CLAUDE-003;CH12CLAUDE-010;CL4BENCH-002;CL4BENCH-003;CL4BENCH-004;CL4BENCH-010; Asset source: Generated Chapter 12 safety/productivity blocker grid; Creator/org: Codex	publish_after_render_caption_source_note_qa	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F12.04
I-0302	FI-0039	expanded_300_exhibit	curated_chart_data_svg_visualization	F12.05	188	A-0260-017	source_excerpt_card_svg	Computer use was a product announcement	assets/source_cards/i0260/sc-0260-017-computer-use-was-a-product-announcement.svg	8650d04216b21ccfd437bf94bec5770427ebdee4a5949e000e82b5e0ad07934f	Source IDs: S-0109 local capture; Asset source: Anthropic computer-use announcement source surface; Creator/org: Codex	publish_after_render_caption_source_note_qa	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F12.05
I-0302	FI-0040	expanded_300_exhibit	curated_chart_data_svg_visualization	F12.06	189	A-0260-018	source_excerpt_card_svg	Claude is a model-family product surface	assets/source_cards/i0260/sc-0260-018-claude-is-a-model-family-product-surface.svg	aad39ea5a1e9036f13369314188f7611e5aa2aceb9d8cd9ee001d7c1b1733e42	Source IDs: S-0007 local capture; Asset source: Anthropic Claude product/model source surface; Creator/org: Codex	publish_after_render_caption_source_note_qa	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F12.06
I-0302	FI-0041	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	F13.01	204	A-0286-009	benchmark_model_card_surface_leaderboard_surface	Figure 13.01 - LMArena Leaderboard Surface	assets/model_cards/i0286_screenshots/mcs-0286-009-lmarena-leaderboard-surface.png	48c07de2f073abd460b0c62ba8997394237c54c1b9249513af70b517755c442c	Private-use model-card/docs/repo/leaderboard surface MCS-0286-009 from https://lmarena.ai/leaderboard; HTML assets/source_media/i0286_model_card_html/mcs-0286-009-lmarena-leaderboard-surface.html sha256 79006ed3f9e4f53f4e9899737dfc68422834d880e122e0b82729d2f177c81024; screenshot assets/model_cards/i0286_screenshots/mcs-0286-009-lmarena-leaderboard-surface.png sha256 48c07de2f073abd460b0c62ba8997394237c54c1b9249513af70b517755c442c; fallback/card assets/model_cards/i0286_cards/mcs-0286-009-lmarena-leaderboard-surface.svg sha256 d64bbc40e657fa66b7d4844c38169008816e57eeb8c250e926332cf199a06ec5.	private_use_benchmark_model_card_pending_final_rights_review	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Live leaderboard surface does not prove cutoff rank or general model quality.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F13.01
I-0302	FI-0042	expanded_300_exhibit	curated_chart_data_svg_visualization;benchmark_table	F13.02	209	A-0289-T005	benchmark_model_landscape_table	Figure 13.02 - May 2026 Cutoff Model-Landscape Table	assets/benchmarks/i0289_tables/bmt-0289-005-2026-cutoff-benchmark-model-landscape.svg	40d0c457f2149b1a44a29fe99740bbafc29ba526315bb09de16674c2ffdd52d4	Private-use benchmark/model-landscape table BMT-0289-005 for 2026-cutoff; SVG assets/benchmarks/i0289_tables/bmt-0289-005-2026-cutoff-benchmark-model-landscape.svg sha256 40d0c457f2149b1a44a29fe99740bbafc29ba526315bb09de16674c2ffdd52d4; source IDs MCS-0286-004;MCS-0286-005;MCS-0286-008;MCS-0286-009;MCS-0289-001;MCS-0289-002;MCS-0289-003;MCS-0289-004;MCS-0289-005;MCS-0289-007;MCS-0289-008;MCS-0289-009; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Model-landscape/benchmark-context table only; not a live rank, universal quality score, price-quality frontier, safety proof, or product adoption claim.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	F13.02
