id	status	idea	dimension	expected_metric	evidence_hypothesis
I-0245	done	Create a reader-facing introduction and back-cover promise pass: draft the front matter, subtitle/promise, table of contents, and a one-page reader contract that explains what the book is and why it matters.	book packaging	reader orientation	Done in manuscript/front-matter-reader-promise-i0245.md and data/front_matter_package_i0245.tsv; the pass drafted title-page language, champion subtitle, reserve shorter subtitle, one-sentence promise, back-cover copy, reader contract, reader-facing introduction, exact 24-entry TOC, cutoff notice, and integration gates.
I-0246	done	Create a chapter-openers beauty pass: give each chapter a strong opener package with title, one-sentence promise, opening beat, and candidate opening image/figure.	writing+design	chapter-level pull	Done in data/chapter_openers_package_i0246.tsv and manuscript/chapter-openers-beauty-package-i0246.md; all 24 canonical chapters now have an opener contract with title, one-sentence promise, opening beat, candidate opening figure/asset, reader-effect job, claim guardrail, and next integration gate.
I-0247	done	Create a prose-continuity stitch pass across all chapter boundaries: rewrite transitions so the assembled draft flows from early language modeling through products, infrastructure, agents, economics, and trust.	writing	full-book narrative flow	Done in data/prose_continuity_stitch_i0247.tsv, data/prose_continuity_stitch_summary_i0247.tsv, manuscript/prose-continuity-stitch-i0247.md, and manuscript/Next-Token-full-draft.md; 23 boundary handoff rows were created and 23 visible candidate continuity stitch blocks were inserted into the assembled draft from CH01-CH02 through CH23-CH24.
I-0248	done	Create a citation-density repair pass on the assembled draft: identify factual paragraphs without nearby source anchors and add source notes or rewrite unsupported claims until source density improves.	claim QA	publication sourcing	Done in data/citation_density_repair_i0248.tsv, data/citation_density_repair_summary_i0248.tsv, manuscript/citation-density-repair-i0248.md, and manuscript/Next-Token-full-draft.md; 23 I-0247 continuity stitches now have visible bounded source lanes totaling 99 source-ID placements, with guardrails that the lanes support only chapter-level mechanism handoffs.
I-0249	done	Create a footnote/endnote system pass: choose one note style, generate note placeholders from source IDs, and test whether notes render cleanly in the full-book PDF.	book production	source apparatus	Done in data/endnote_placeholders_i0249.tsv, data/endnote_render_qa_i0249.tsv, manuscript/source-apparatus-prototype-i0249.md, and scripts/endnote_system_i0249.py; the pass chose bracketed back-of-book endnotes, generated 315 source-ID-first note placeholders covering 153 unique source IDs, rendered a local ignored 461-page full-book prototype PDF, and verified 6/6 QA checks.
I-0250	done	Create a full-book image rights staging pass: classify every figure callout in the assembled draft as publish, local-only, redraw, replace, permission-needed, or drop, with replacement paths.	rights QA	real publication path	Done in data/image_rights_staging_i0250.tsv, data/image_rights_staging_summary_i0250.tsv, manuscript/image-rights-staging-i0250.md, and scripts/image_rights_staging_i0250.py; all 100 selected figure callouts were staged fail-closed as 74 publish-after-QA, 2 local-only, 3 redraw/source-card, 21 permission-needed, 0 replace, and 0 drop.
I-0251	pending	Create a typography and page-template pass for the full render: define body type, heading hierarchy, caption style, figure width rules, source-note style, margins, and page-break rules.	book design	book-like visual polish	A PDF starts feeling like a book when type, spacing, captions, and page rhythm are intentional rather than default renderer output.
I-0252	pending	Create a full-book render iteration 2: apply the first design template, render the entire book again, and compare against the rough render for readability, beauty, and defect reduction.	render QA	designed PDF progress	The loop should converge on a real artifact through render iterations, not only ledger confidence.
I-0253	pending	Create an outside-reader review packet: export the current full PDF plus a short feedback form asking about clarity, boredom points, trust, favorite visuals, confusing sections, and buying interest.	review readiness	reader feedback preparation	Awards and sales require real readers; this pass prepares the draft for human feedback without claiming publication readiness.
I-0254	pending	Create a commercial edition readiness audit: evaluate title, subtitle, cover concept, categories, author note, sample chapter, pricing assumptions, launch channels, and rights blockers.	publishing	commercial path clarity	Thousands of sales require packaging and distribution work as well as manuscript quality; this pass makes that path explicit.
I-0255	pending	Create a post-render prose tightening pass: after full PDF review, cut filler, improve rhythm, sharpen jokes/analogies, and remove ledger-like residue from the reader-facing text.	writing	prose beauty + readability	Render reveals drag that isolated chapter editing misses; this pass makes the book more fun and less bureaucratic.
I-0256	pending	Create a publication candidate gate report: decide whether the current artifact is review-copy, private beta, submission draft, or still production-only, with exact blockers and next 25 loop priorities.	publication gate	honest readiness decision	The user needs a concrete sense of whether the book is ready to show, sell, or keep improving; this pass prevents false finish lines while preserving ambition.
